id,provider,vehicleType,date_start,time_start,date_end,time_end,year,month,weekday,hour,weekend,longitude_start,latitude_start,longitude_end,latitude_end,coordinates_start,coordinates_end,distance,duration,speed
YmlrZTo6Zm9yZHBhc3M6OjE3ODgyOA==,fordpass,bicycle,2019-12-01,5,2019-12-01,20,2019,12,6,0,1,6.943865299999999,50.94428,6.957397500000001,50.952904,"(50.9443, 6.9439)","(50.9529, 6.9574)",1348.434164379739,900.0,5.393736657518957
YmlrZTo6Zm9yZHBhc3M6OjE2NjY5Mw==,fordpass,bicycle,2019-12-01,10,2019-12-01,30,2019,12,6,0,1,6.894483599999999,50.94633,6.9341288,50.9406,"(50.9463, 6.8945)","(50.9406, 6.9341)",2849.783406309571,1179.0,8.701628721555942
YmlrZTo6Zm9yZHBhc3M6OjE3OTIxOA==,fordpass,bicycle,2019-12-01,10,2019-12-01,115,2019,12,6,0,1,6.929687,50.95381500000001,6.9109387,50.94477,"(50.9538, 6.9297)","(50.9448, 6.9109)",1654.2501810041476,3878.0,1.5356628807671304
YmlrZTo6Zm9yZHBhc3M6OjE2Njc1Ng==,fordpass,bicycle,2019-12-01,10,2019-12-01,1550,2019,12,6,0,1,6.9327380000000005,50.927273,6.956513,50.940353,"(50.9273, 6.9327)","(50.9404, 6.9565)",2211.606840175033,56382.0,0.1412114615414515
YmlrZTo6Zm9yZHBhc3M6OjE2NjU0MQ==,fordpass,bicycle,2019-12-01,25,2019-12-01,55,2019,12,6,0,1,6.963107000000001,50.909744,6.9380493,50.911896,"(50.9097, 6.9631)","(50.9119, 6.938)",1773.0607706830713,1800.0,3.546121541366143
YmlrZTo6Zm9yZHBhc3M6OjE3ODkyMw==,fordpass,bicycle,2019-12-01,30,2019-12-01,55,2019,12,6,0,1,6.962826299999999,50.909702,6.938091,50.912025,"(50.9097, 6.9628)","(50.912, 6.9381)",1753.3647765159797,1500.0,4.208075463638351
YmlrZTo6Zm9yZHBhc3M6OjE4MzQ0OA==,fordpass,bicycle,2019-12-01,30,2019-12-01,110,2019,12,6,0,1,6.9628386,50.90961,6.9033394,50.93704,"(50.9096, 6.9628)","(50.937, 6.9033)",5166.800727079304,2402.0,7.743747967312863
YmlrZTo6Zm9yZHBhc3M6OjE2NjAwMA==,fordpass,bicycle,2019-12-01,45,2019-12-01,100,2019,12,6,0,1,6.9345740000000005,50.942585,6.9334273,50.935226,"(50.9426, 6.9346)","(50.9352, 6.9334)",822.2199098337982,877.0,3.375133039226538
YmlrZTo6Zm9yZHBhc3M6OjE4MDA3OA==,fordpass,bicycle,2019-12-01,45,2019-12-01,115,2019,12,6,0,1,6.918912,50.957348,6.925445599999999,50.919662,"(50.9573, 6.9189)","(50.9197, 6.9254)",4215.431336664143,1774.0,8.554426613298148
YmlrZTo6Zm9yZHBhc3M6OjE3OTE1MA==,fordpass,bicycle,2019-12-01,45,2019-12-01,1255,2019,12,6,0,1,6.8834399999999984,50.946327,6.915201,50.925407,"(50.9463, 6.8834)","(50.9254, 6.9152)",3219.409711456395,43777.0,0.26474804032352656
YmlrZTo6Zm9yZHBhc3M6OjE4MDQzNA==,fordpass,bicycle,2019-12-01,50,2019-12-01,105,2019,12,6,0,1,7.003607700000001,50.951756,6.997178,50.959187,"(50.9518, 7.0036)","(50.9592, 6.9972)",941.0551451031956,912.0,3.7146913622494564
YmlrZTo6Zm9yZHBhc3M6OjE3OTEyMw==,fordpass,bicycle,2019-12-01,55,2019-12-01,740,2019,12,6,0,1,6.934525999999999,50.94276,6.9572460000000005,50.928974,"(50.9428, 6.9345)","(50.929, 6.9572)",2210.1164271688017,24317.0,0.3271957534978692
YmlrZTo6Zm9yZHBhc3M6OjE3OTgxNg==,fordpass,bicycle,2019-12-01,105,2019-12-01,230,2019,12,6,1,1,6.9511843,50.92835,6.923164999999999,50.934048,"(50.9284, 6.9512)","(50.934, 6.9232)",2063.3096447138823,5084.0,1.461037513959476
