id,provider,vehicleType,date_start,time_start,date_end,time_end,year,month,weekday,hour,weekend,longitude_start,latitude_start,longitude_end,latitude_end,coordinates_start,coordinates_end,distance,duration,speed
YmlrZTo6Zm9yZHBhc3M6OjE2NjE3Nw==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.911067,50.94447,6.9287043000000015,50.951344,"(50.9445, 6.9111)","(50.9513, 6.9287)",1452.9063930649766,8399.0,0.6227483051594137
YmlrZTo6Zm9yZHBhc3M6OjE2NjEyNg==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.9308467,50.92152,6.9288774,50.92152,"(50.9215, 6.9308)","(50.9215, 6.9289)",138.039326179119,8399.0,0.059166754880917785
YmlrZTo6Zm9yZHBhc3M6OjE2NjMzMg==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.922154400000001,50.923935,6.9157324,50.949326,"(50.9239, 6.9222)","(50.9493, 6.9157)",2858.9922215874767,8399.0,1.2254282649976087
YmlrZTo6Zm9yZHBhc3M6OjE2NjQ5OA==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,7.0176053,50.971504,7.015898700000001,50.97149,"(50.9715, 7.0176)","(50.9715, 7.0159)",119.50680341203487,8399.0,0.05122329947414282
YmlrZTo6Zm9yZHBhc3M6OjE2NjY1NA==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.914452000000002,50.931152,6.9184694,50.916225,"(50.9312, 6.9145)","(50.9162, 6.9185)",1683.5255241641787,8399.0,0.721596843313614
YmlrZTo6Zm9yZHBhc3M6OjE2NjY4MA==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.9402795,50.946613,6.960905,50.96719,"(50.9466, 6.9403)","(50.9672, 6.9609)",2705.967433498381,8399.0,1.159838404642716
YmlrZTo6Zm9yZHBhc3M6OjE2Njc5NQ==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.966987,50.924313,6.957221499999998,50.90768,"(50.9243, 6.967)","(50.9077, 6.9572)",1972.1451083484933,8399.0,0.8453056780634094
YmlrZTo6Zm9yZHBhc3M6OjE2NzE2Mg==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.9872856,50.949215,6.9791803,50.939804,"(50.9492, 6.9873)","(50.9398, 6.9792)",1190.6061866554764,8399.0,0.5103205467269574
YmlrZTo6Zm9yZHBhc3M6OjE3OTQwNw==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.9594429999999985,50.945297,6.9595156000000005,50.944267,"(50.9453, 6.9594)","(50.9443, 6.9595)",114.6438222373956,8399.0,0.04913891654418671
YmlrZTo6Zm9yZHBhc3M6OjE3OTczMw==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.9260883,50.91654000000001,6.934498,50.936348,"(50.9165, 6.9261)","(50.9363, 6.9345)",2280.055455090646,8399.0,0.9772829668206127
YmlrZTo6Zm9yZHBhc3M6OjE4MDI0NQ==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.92432,50.957222,6.918926700000001,50.94272,"(50.9572, 6.9243)","(50.9427, 6.9189)",1656.2202403241001,8399.0,0.7098931855181284
YmlrZTo6Zm9yZHBhc3M6OjE4MDI3Mg==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.935287,50.92357,6.9396429999999985,50.928825,"(50.9236, 6.9353)","(50.9288, 6.9396)",659.2824850216814,8399.0,0.2825832773042092
YmlrZTo6Zm9yZHBhc3M6OjE4NjY0Ng==,fordpass,bicycle,2020-01-01,5,2020-01-01,225,2020,1,2,0,0,6.956481,50.959507,6.9393883,50.93654,"(50.9595, 6.9565)","(50.9365, 6.9394)",2820.6113030681877,8399.0,1.208977341474637
YmlrZTo6Zm9yZHBhc3M6OjE2NzAyMg==,fordpass,bicycle,2020-01-01,5,2020-01-01,235,2020,1,2,0,0,6.9714740000000015,50.91008,6.9641943,50.920734,"(50.9101, 6.9715)","(50.9207, 6.9642)",1289.9216336942065,8984.0,0.5168875647038228
YmlrZTo6Zm9yZHBhc3M6OjE4MzQxOQ==,fordpass,bicycle,2020-01-01,5,2020-01-01,235,2020,1,2,0,0,6.971501400000001,50.910065,6.964009,50.92067,"(50.9101, 6.9715)","(50.9207, 6.964)",1290.9146134250072,8984.0,0.5172854639726209
YmlrZTo6Zm9yZHBhc3M6OjE3OTQ3Nw==,fordpass,bicycle,2020-01-01,5,2020-01-01,1005,2020,1,2,0,0,6.944257,50.91144,6.940357700000002,50.954975,"(50.9114, 6.9443)","(50.955, 6.9404)",4848.583963326163,35984.0,0.48507398477029195
YmlrZTo6Zm9yZHBhc3M6OjE2NjU2OA==,fordpass,bicycle,2020-01-01,5,2020-01-01,1235,2020,1,2,0,0,6.9221460000000015,50.952263,6.906806,50.955566,"(50.9523, 6.9221)","(50.9556, 6.9068)",1135.5535718456806,44999.0,0.09084630455442232
YmlrZTo6Zm9yZHBhc3M6OjE2NjYwOQ==,fordpass,bicycle,2020-01-01,5,2020-01-01,1340,2020,1,2,0,0,6.89841,50.94409,6.9711394,50.954113,"(50.9441, 6.8984)","(50.9541, 6.9711)",5215.462995945511,48884.0,0.38408613831527366
YmlrZTo6Zm9yZHBhc3M6OjE3OTg0Mw==,fordpass,bicycle,2020-01-01,5,2020-01-01,1410,2020,1,2,0,0,6.9220570000000015,50.952232,6.921321000000002,50.94175,"(50.9522, 6.9221)","(50.9418, 6.9213)",1166.686791372051,50683.0,0.08286945226090373
YmlrZTo6Zm9yZHBhc3M6OjE2NTg5Mw==,fordpass,bicycle,2020-01-01,5,2020-01-01,1530,2020,1,2,0,0,6.9731054000000015,50.934692,6.961921,50.94937,"(50.9347, 6.9731)","(50.9494, 6.9619)",1810.496944950391,55484.0,0.11747150533165251
YmlrZTo6Zm9yZHBhc3M6OjE3OTE4MA==,fordpass,bicycle,2020-01-01,5,2020-01-01,2135,2020,1,2,0,0,6.9426136,50.957573,6.9339255999999985,50.928482,"(50.9576, 6.9426)","(50.9285, 6.9339)",3291.5502786550287,77386.0,0.1531230584751519
YmlrZTo6a3ZiOjpZbWxyWlRvNmEzWmlPam95TmpVeU1qa3lNZz09,kvb,bicycle,2020-01-01,55,2020-01-01,100,2020,1,2,0,0,6.968441417,50.98072697,6.968316682999999,50.98193325,"(50.9807, 6.9684)","(50.9819, 6.9683)",134.4163310313104,302.0,1.6023138798434353
YmlrZTo6Zm9yZHBhc3M6OjE2Njc2Mw==,fordpass,bicycle,2020-01-01,230,2020-01-01,245,2020,1,2,2,0,6.941896400000001,50.927486,6.959343400000002,50.93288,"(50.9275, 6.9419)","(50.9329, 6.9593)",1361.9155807082664,915.0,5.35835638311449
YmlrZTo6Zm9yZHBhc3M6OjE3OTk4Ng==,fordpass,bicycle,2020-01-01,235,2020-01-01,255,2020,1,2,2,0,6.9440084,50.933487,6.9573803,50.942844,"(50.9335, 6.944)","(50.9428, 6.9574)",1400.166377041261,1198.0,4.207511650541353
