id,provider,city,vehicleType,model,datetime_start,date_start,time_start,datetime_end,date_end,time_end,longitude_start,latitude_start,longitude_end,latitude_end,fuel_start,fuel_end,distance,duration,price_driving_start,price_driving_end,price_promo_start,price_promo_end,missing_file_number
YmlrZTo6Y2lyYzo6M2JkMTI3ZDMtYmNhYi00MGNkLWJjMjktNDNhOGM4MzdlN2Vj,circ,cologne,kick scooter,251758,20200129-080908,20200129,805,20200129-081909,20200129,815,7.000475,50.936777,6.983777000000001,50.937355,41.0,31.0,1171.8295613698074,601.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2JkMTI3ZDMtYmNhYi00MGNkLWJjMjktNDNhOGM4MzdlN2Vj,circ,cologne,kick scooter,251758,20200129-150415,20200129,1500,20200129-151409,20200129,1510,6.983755,50.937348,7.0000350000000005,50.937787,39.0,31.0,1141.8071763735531,594.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2U0OGQ5YWEtNTdhNi00YjViLWFkNWQtN2ZmY2Q5MzY4YWM4,circ,cologne,kick scooter,419914,20200129-103907,20200129,1035,20200129-104407,20200129,1040,6.952172,50.935353000000006,6.951688000000001,50.934872,94.0,95.0,63.332044000231875,300.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2U0OGQ5YWEtNTdhNi00YjViLWFkNWQtN2ZmY2Q5MzY4YWM4,circ,cologne,kick scooter,419914,20200129-104407,20200129,1040,20200129-104908,20200129,1045,6.951688000000001,50.934872,6.952248,50.935171999999994,95.0,95.0,51.50474089952379,301.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2U0OGQ5YWEtNTdhNi00YjViLWFkNWQtN2ZmY2Q5MzY4YWM4,circ,cologne,kick scooter,419914,20200129-105408,20200129,1050,20200129-105907,20200129,1055,6.95175,50.935435,6.951898,50.934943,95.0,95.0,55.68233870872782,299.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2U0OGQ5YWEtNTdhNi00YjViLWFkNWQtN2ZmY2Q5MzY4YWM4,circ,cologne,kick scooter,419914,20200129-120908,20200129,1205,20200129-121909,20200129,1215,6.952053,50.935108,6.950898,50.9354,95.0,95.0,87.20641762373036,601.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2U1NzkxZDQtNTcwOC00MzhjLWJiOTctNTUxYTUzODg4YzM3,circ,cologne,kick scooter,750022,20200129-122907,20200129,1225,20200129-124408,20200129,1240,6.939430000000001,50.946702,6.940415,50.94292,66.0,61.0,426.1643422910507,901.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2VjMTViNmUtYzY0NS00ZWRiLWIyY2UtNGYxYmU4MDI4YjEx,circ,cologne,kick scooter,408466,20200129-000408,20200129,0,20200129-000907,20200129,5,6.949307000000001,50.936322,6.9495119999999995,50.936898,38.0,38.0,65.63950650695658,299.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDA0Yjg4ZDQtNzA2Yi00MTExLWI4YzgtN2Y2YmFlZDA1MTBj,circ,cologne,kick scooter,476616,20200129-012908,20200129,125,20200129-013408,20200129,130,6.939864999999999,50.930707,6.940415,50.930316999999995,92.0,92.0,58.020214335843136,300.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDA0Yjg4ZDQtNzA2Yi00MTExLWI4YzgtN2Y2YmFlZDA1MTBj,circ,cologne,kick scooter,476616,20200129-013408,20200129,130,20200129-013908,20200129,135,6.940415,50.930316999999995,6.939758,50.930707,92.0,92.0,63.250773734396404,300.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
