id,provider,city,vehicleType,model,datetime_start,date_start,time_start,datetime_end,date_end,time_end,longitude_start,latitude_start,longitude_end,latitude_end,fuel_start,fuel_end,distance,duration,price_driving_start,price_driving_end,price_promo_start,price_promo_end,missing_file_number
YmlrZTo6Y2lyYzo6M2E1NzJiODAtZDQzZi00MWM5LWE0NzUtYWEzNmQ0NTNiNzQ1,circ,cologne,kick scooter,615621,20200117-172433,20200117,1720,20200117-173413,20200117,1730,6.9457070000000005,50.944453,6.945107000000001,50.943762,52.0,52.0,87.58336631238393,580.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2E1YzQ3NjEtNWZhYy00MDQ3LWIwYzctZjliNjY5M2IyNzM0,circ,cologne,kick scooter,365235,20200117-175911,20200117,1755,20200117-180909,20200117,1805,6.960885,50.9356,6.9708570000000005,50.936257,77.0,73.0,702.5856234528856,598.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2E1YzQ3NjEtNWZhYy00MDQ3LWIwYzctZjliNjY5M2IyNzM0,circ,cologne,kick scooter,365235,20200117-180909,20200117,1805,20200117-182410,20200117,1820,6.9708570000000005,50.936257,6.9571893782179455,50.929864324180286,73.0,62.0,1192.7579579462108,901.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2E1YzQ3NjEtNWZhYy00MDQ3LWIwYzctZjliNjY5M2IyNzM0,circ,cologne,kick scooter,365235,20200117-194938,20200117,1945,20200117-195936,20200117,1955,6.956952,50.929922999999995,6.9613,50.924695,62.0,58.0,656.359108607443,598.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2E4MGFkNzgtZmQ3Mi00ODkwLTk5OGItMDg3MzljY2ZiOWFk,circ,cologne,kick scooter,982639,20200117-114408,20200117,1140,20200117-115424,20200117,1150,6.987769999999999,50.936343,6.993264999999999,50.936832,64.0,62.0,388.8709933235772,616.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2RjNDQwY2UtMzUwNS00OTQyLWEzZTAtNDNhZDIyZDU0MWVh,circ,cologne,kick scooter,617778,20200117-161425,20200117,1610,20200117-162407,20200117,1620,6.943558,50.944266999999996,6.940575,50.937907,42.0,38.0,737.4394241894139,582.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2U0OGQ5YWEtNTdhNi00YjViLWFkNWQtN2ZmY2Q5MzY4YWM4,circ,cologne,kick scooter,419914,20200117-111408,20200117,1110,20200117-114908,20200117,1145,6.938147,50.936175,6.9365380000000005,50.928517,94.0,64.0,858.965016963101,2100.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2U1NzkxZDQtNTcwOC00MzhjLWJiOTctNTUxYTUzODg4YzM3,circ,cologne,kick scooter,750022,20200117-185908,20200117,1855,20200117-191909,20200117,1915,6.950591999999999,50.938232,6.936792,50.940368,53.0,45.0,995.6930223756602,1201.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2UyNDU1ZTUtMTgwYy00YWYyLWIyNzMtYjUyMmU1NzYwNzky,circ,cologne,kick scooter,166703,20200117-130908,20200117,1305,20200117-131409,20200117,1310,6.974289999999999,50.93993,6.972865,50.939437,99.0,99.0,113.90619064223016,301.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6M2ZlYjRmMzAtMGZhNS00MzJmLThiYTMtYTFkODk4ZTk4Y2Qw,circ,cologne,kick scooter,463404,20200117-180407,20200117,1800,20200117-181912,20200117,1815,6.9972330000000005,50.938615000000006,6.9944429999999995,50.941122,28.0,20.0,340.4801511732324,905.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDBhNzY4OGQtODVmYS00MGM3LTgwYWEtMWIwMjMxMTlhZWQw,circ,cologne,kick scooter,703421,20200117-234407,20200117,2340,20200117-234926,20200117,2345,6.943232000000001,50.943822,6.941217,50.940673,43.0,40.0,377.5434608774022,319.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-095427,20200117,950,20200117-095908,20200117,955,6.9331570000000005,50.921763,6.933018,50.921305,66.0,66.0,51.85100136441095,281.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-095908,20200117,955,20200117-100424,20200117,1000,6.933018,50.921305,6.933160000000001,50.92197,66.0,66.0,74.6116351398901,316.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-101908,20200117,1015,20200117-102407,20200117,1020,6.933177000000001,50.922178,6.9333149999999995,50.921717,66.0,66.0,52.165622497779225,299.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-102407,20200117,1020,20200117-102926,20200117,1025,6.9333149999999995,50.921717,6.93332,50.922207,66.0,66.0,54.48671650514339,319.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-103409,20200117,1030,20200117-103927,20200117,1035,6.933053,50.921825,6.932962,50.92118,66.0,66.0,72.00392256605222,318.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-115908,20200117,1155,20200117-120410,20200117,1200,6.932855,50.92134,6.933062,50.921805,66.0,66.0,53.7030202058344,302.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-120925,20200117,1205,20200117-121430,20200117,1210,6.933378,50.921407,6.932555000000001,50.921788,66.0,66.0,71.57371257406258,305.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-121430,20200117,1210,20200117-121909,20200117,1215,6.932555000000001,50.921788,6.93262,50.920993,66.0,66.0,88.51742719533088,279.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-125908,20200117,1255,20200117-130407,20200117,1300,6.932898,50.921742,6.933153,50.921008,66.0,66.0,83.55154807452264,299.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-130407,20200117,1300,20200117-130908,20200117,1305,6.933153,50.921008,6.9329220000000005,50.921538,66.0,66.0,61.11735712088584,301.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-131409,20200117,1310,20200117-131924,20200117,1315,6.932962,50.921752000000005,6.932917,50.921073,66.0,66.0,75.56732137239459,315.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-135907,20200117,1355,20200117-140408,20200117,1400,6.933122,50.921083,6.932494999999999,50.92142,66.0,66.0,57.75662499791052,301.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-155410,20200117,1550,20200117-155907,20200117,1555,6.932523,50.921853000000006,6.9358130000000005,50.920637,66.0,66.0,267.3319072356259,297.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
YmlrZTo6Y2lyYzo6MDFhNzljNWItY2M5OC00MDYwLTk2NjItOWZiYmM3NDBkYTZi,circ,cologne,kick scooter,308937,20200117-155907,20200117,1555,20200117-160407,20200117,1600,6.9358130000000005,50.920637,6.933677,50.921605,66.0,66.0,184.4001889768481,300.0,"1 € + 0,20 € / min","1 € + 0,20 € / min",,,0
